provincia,departamento,sector,ambito,Localizacion,ElectricidadSi,ElectricidadRedpública,ElectricidadGrupoelectrógeno,ElectricidadPanelfotovoltaicosolar,ElectricidadGeneradoreólico,ElectricidadGeneradorhidráulico,ElectricidadOtro,EquipamientoEstablecimientoTelevisor,EquipamientoEstablecimientoSistemamultimediaoCañón,EquipamientoEstablecimientoScanner,EquipamientoEstablecimientoWebcam,EquipamientoEstablecimientoReproductordeCD,EquipamientoEstablecimientoReproductordeDVD,EquipamientoEstablecimientoImpresora,EquipamientoEstablecimientoEquipoemisorderadioAMFM,EquipamientoEstablecimientoEquiporeceptorderadioAMFM,EquipamientoEstablecimientoServidorparausoescolar,EquipamientoEstablecimientoImpresora3D,EquipamientoEstablecimientoEquipodeSonido,EquipamientoEstablecimientoPizarrasdigitales,EquipamientoBibliotecaTelevisor,EquipamientoBibliotecaSistemamultimediaoCañón,EquipamientoBibliotecaScanner,EquipamientoBibliotecaEquipamientoBibliotecaWebcam,EquipamientoBibliotecaReproductordeCD,EquipamientoBibliotecaReproductordeDVD,EquipamientoBibliotecaImpresora,EquipamientoBibliotecaEquipoemisorderadioAMFM,EquipamientoBibliotecaEquiporeceptorderadioAMFM,EquipamientoBibliotecaServidorparausoescolar,InternetTipodeservicioGratuito,InternetTipodeservicioPago,InternetTipodeconexiónTelefónica,InternetTipodeconexiónADSL,InternetTipodeconexiónCableMódem,InternetTipodeconexiónSatelital,InternetTipodeconexiónOtroTipo,InternetTipodeconexiónMóvil,EspaciosconconexiónEneláreadeadministración,EspaciosconconexiónEnlasaulas,EspaciosconconexiónEnlabibliotecas,EspaciosconconexiónEnotroespaciodelestablecimiento,EspaciosconconexiónEnellaboratorio,CooperadoraConpersoneríajurídica,CooperadoraSinpersoneríajurídica,CooperadoraNo,SistemadeGestiónEscolarSi,SistemadeGestiónEscolarProvistoporelMinisterio,SistemadeGestiónEscolarDesarrolladoporterceros,SistemadeGestiónEscolarEncargadoporelEstablecimiento,SistemadeGestiónEscolarPlanilladeCalculo,DisponedesalaolaboratoriodeinformáticaSi,LaboratorioFuncionaesespacioexclusivoSi,BibliotecaDisponedealmenosunaSi,BibliotecaFuncionaesespacioexclusivoSi,SubvenciónEstatalJardínMaternalSi,SubvenciónEstatalJardíndeInfantesSi,SubvenciónEstatalPrimariaSi,SubvenciónEstatalSecundariaSi,SubvenciónEstatalSNUSi
Chaco,BERMEJO,Estatal,Rural,36,36,35,,,,,1,19,26,6,2,6,7,22,10,,2,3,19,7,4,,,,,,2,1,,,2,2,,,1,1,1,1,4,1,2,1,,5,10,21,3,2,,,1,5,2,12,10,,,,,
Chaco,BERMEJO,Estatal,Urbano,22,22,22,,,,,,11,13,7,1,5,7,14,6,,2,,12,3,1,1,1,,,,2,1,,,8,4,2,1,5,2,1,1,11,3,2,2,,4,6,12,1,1,,,,4,2,7,6,,,,,
Chaco,CHACABUCO,Estatal,Rural,22,22,21,,,,,1,13,14,6,2,11,9,20,14,,5,,14,12,3,4,,,3,1,5,2,,,2,,,,,1,1,,,2,,1,,5,11,6,6,4,,,2,8,1,10,5,,,,,
Chaco,CHACABUCO,Estatal,Urbano,31,31,31,,,,,,16,25,11,8,14,11,28,12,,2,4,23,12,8,6,3,3,5,4,10,3,,,10,9,4,4,10,2,2,1,19,12,7,5,7,10,16,5,7,5,,1,1,12,8,18,13,,,,,
Chaco,COMANDANTE FERNANDEZ,Estatal,Rural,33,33,29,,,,,4,17,24,7,9,17,20,23,12,,4,,16,9,5,5,,,2,2,4,1,,,11,,1,,1,9,1,2,6,10,3,8,2,2,13,18,8,6,,,2,9,3,11,6,,,,,
Chaco,COMANDANTE FERNANDEZ,Estatal,Urbano,78,77,77,1,1,,,1,53,54,14,8,31,30,56,29,,7,2,54,25,14,5,3,2,5,6,9,6,,1,23,12,5,2,10,13,9,1,34,24,13,15,12,14,40,24,24,16,1,2,5,18,14,38,27,,,,,
Chaco,COMANDANTE FERNANDEZ,Privado,Urbano,38,38,38,,,,,,31,31,25,20,25,26,35,15,,9,8,35,13,9,11,8,7,8,8,9,3,,3,2,34,20,5,19,3,6,2,35,27,10,21,19,,,38,15,4,3,6,2,18,16,18,12,,8,9,10,6
Chaco,Enmascarado,Privado,Rural,8,8,8,,,,,,3,4,1,,1,1,5,1,,1,,3,,2,1,,,,,1,,,,2,2,,,1,2,1,,4,2,1,1,,2,,6,1,,1,,,1,1,3,2,,1,1,4,1
Chaco,Enmascarado,Privado,Urbano,39,39,37,,,,,2,21,21,20,11,14,13,30,13,,3,3,26,4,7,2,4,3,5,3,7,3,,,4,28,9,6,21,3,1,1,31,18,11,13,9,3,2,34,13,4,2,3,4,10,9,15,11,1,8,7,13,9
Chaco,FRAY JUSTO SANTA MARIA DE ORO,Estatal,Rural,18,18,18,,,,,,14,15,10,4,4,5,16,6,,4,,9,10,3,2,1,1,,,1,,,,12,1,,,3,9,2,,12,10,4,6,2,,11,7,2,2,,,,5,2,5,5,,,,,
Chaco,FRAY JUSTO SANTA MARIA DE ORO,Estatal,Urbano,14,14,14,,,,,,9,10,6,3,8,4,10,6,,4,2,12,6,2,1,1,1,1,1,2,2,,1,6,5,4,1,3,3,3,,9,7,2,,4,3,9,2,4,3,,,1,3,3,4,3,,,,,
Chaco,GENERAL BELGRANO,Estatal,Rural,7,7,7,,,,,,6,7,7,2,4,3,7,4,,,,5,3,1,,,,,,,,,,,,,,,,,,,,,,,3,4,,1,,,,1,1,,1,1,,,,,
Chaco,GENERAL BELGRANO,Estatal,Urbano,14,14,14,,,,,1,11,13,4,2,4,4,13,8,,1,1,10,5,3,1,1,1,,1,3,1,,1,6,3,1,,4,1,3,1,9,9,3,5,3,2,11,1,5,4,,,1,4,2,6,4,,,,,
Chaco,GENERAL DONOVAN,Estatal,Rural,15,15,15,,,,,,7,11,5,2,4,4,11,4,,,,10,3,2,2,1,,1,1,1,,,,2,,,,,1,1,,2,1,1,2,1,2,3,10,1,,,,1,3,1,6,4,,,,,
Chaco,GENERAL DONOVAN,Estatal,Urbano,20,20,20,,,,,,12,12,3,2,10,7,14,9,,2,2,13,5,3,1,1,1,2,2,3,2,,,4,2,,,1,3,2,,6,3,1,3,1,1,7,12,2,1,,1,,5,4,9,8,,,,,
Chaco,GENERAL GUEMES,Estatal,Rural,230,209,162,2,47,1,,,103,124,41,20,36,32,126,46,,28,2,80,44,7,5,1,,1,3,5,2,,2,55,2,3,,6,42,3,7,39,40,9,15,3,7,75,148,27,19,2,2,4,18,1,51,26,,,,,
Chaco,GENERAL GUEMES,Estatal,Urbano,91,85,73,2,12,,,,28,49,22,5,20,15,54,18,,3,3,38,16,7,7,3,1,3,4,8,3,,,32,8,1,,13,20,3,6,36,31,12,11,7,5,20,66,30,19,1,1,9,13,9,21,17,,,,,
Chaco,GENERAL GUEMES,Privado,Rural,11,11,11,,,,,,5,6,5,4,1,1,7,2,,,,7,,1,1,1,1,1,1,1,,,,1,5,,,1,4,1,,6,5,5,,5,,,11,4,4,,,,5,5,7,6,,1,3,3,1
Chaco,GENERAL GUEMES,Privado,Urbano,24,24,24,1,,,,,13,14,10,5,9,6,18,7,,5,,13,,,1,1,1,3,1,4,1,,,1,15,8,1,4,1,4,2,16,11,7,9,3,1,,23,10,4,,3,3,3,2,8,6,,7,7,9,5
Chaco,INDEPENDENCIA,Estatal,Rural,28,28,28,,,,,,19,19,9,8,12,10,18,11,,5,,13,6,2,,,,1,1,,1,,,6,2,,,2,3,2,1,5,6,,2,,3,11,14,4,3,,,1,3,1,5,3,,,,,
Chaco,INDEPENDENCIA,Estatal,Urbano,23,23,23,,,,,,13,12,5,,7,8,16,10,,2,1,16,11,1,3,,,1,,1,2,,,6,4,,1,2,1,5,1,9,6,3,6,4,4,14,5,9,8,,,1,8,4,10,9,,,,,
Chaco,LIBERTAD,Estatal,Rural,14,14,14,,,,,,8,9,3,,5,5,10,6,,1,,6,1,2,2,1,,1,1,2,2,,,2,1,,,,3,,,3,1,1,1,1,,3,11,5,4,,,1,3,2,4,3,,,,,
Chaco,LIBERTAD,Estatal,Urbano,13,13,13,,,,,1,4,9,5,4,5,3,10,3,,1,1,6,2,,1,,,,,2,,,,6,,,,1,,5,,5,4,,2,2,1,3,9,2,2,,,,3,2,4,3,,,,,
Chaco,LIBERTADOR GENERAL SAN MARTIN,Estatal,Rural,97,95,92,,1,,,2,37,72,27,14,22,22,73,27,,14,4,45,38,9,7,5,2,3,6,9,6,,2,13,3,1,1,3,10,2,1,16,5,4,6,4,4,31,62,14,11,1,,2,22,9,27,21,,,,,
Chaco,LIBERTADOR GENERAL SAN MARTIN,Estatal,Urbano,56,55,55,1,,,,,22,35,18,9,18,14,35,19,,3,1,31,16,6,6,5,1,6,4,11,5,,,20,12,4,3,15,10,1,4,32,14,12,12,9,5,21,30,18,15,2,1,,11,7,25,19,,,,,
Chaco,LIBERTADOR GENERAL SAN MARTIN,Privado,Urbano,10,10,10,,,,,,6,6,6,3,3,3,9,4,,,,7,,1,3,2,1,2,2,3,3,,,1,6,1,1,4,2,,,7,4,3,3,,1,,9,4,2,1,,1,3,3,7,5,1,2,2,3,
Chaco,MAIPU,Estatal,Rural,48,48,45,,,,,3,33,37,7,3,11,11,38,14,,9,1,23,19,5,6,,,2,1,5,2,,3,3,,,,,3,1,,1,2,2,3,1,2,17,29,7,6,,,1,6,2,16,10,,,,,
Chaco,MAIPU,Estatal,Urbano,27,27,25,,1,,,1,11,14,9,2,7,7,16,9,,1,,10,7,4,1,1,,2,2,3,2,,,6,1,,,2,3,2,1,7,3,4,4,2,,6,21,7,4,1,,2,8,6,14,10,,,,,
Chaco,MAYOR LUIS J FONTANA,Estatal,Rural,29,29,27,,,,,2,20,26,8,6,13,11,23,16,,4,,13,9,4,7,1,1,6,5,7,7,,3,16,1,2,1,,10,3,2,16,15,6,6,1,2,19,8,7,6,,,1,9,2,17,7,,,,,
Chaco,MAYOR LUIS J FONTANA,Estatal,Urbano,36,36,36,,,,,,30,30,17,10,22,21,32,21,,7,3,31,9,13,5,3,1,11,9,11,7,,3,19,8,5,3,6,6,7,5,25,19,15,15,16,3,24,9,12,9,,1,2,19,19,20,18,,,,,
Chaco,MAYOR LUIS J FONTANA,Privado,Urbano,24,23,22,,,,,1,15,19,16,8,16,12,23,7,,3,,21,3,6,4,7,2,7,4,10,1,,,2,20,13,7,8,2,3,3,22,12,9,11,12,3,,21,10,2,1,6,1,11,10,11,11,,8,8,7,3
Chaco,O HIGGINS,Estatal,Rural,29,29,29,,,,,,17,16,8,4,9,11,14,8,,6,1,13,11,4,1,,,1,1,2,3,,1,15,,1,,1,9,4,,12,14,7,6,4,5,10,14,6,4,,,2,3,1,14,8,,,,,
Chaco,O HIGGINS,Estatal,Urbano,25,25,25,,,,,,17,19,9,5,7,7,16,9,,1,1,14,7,5,2,1,1,2,4,4,3,,1,10,5,2,3,6,3,4,2,15,7,9,6,5,5,7,13,9,7,,,2,9,4,15,10,,,,,
Chaco,O HIGGINS,Privado,Urbano,5,5,5,,,,,,3,,,,1,,2,1,,,,1,,,,,,,,,,,,1,1,1,,1,1,,,2,1,,1,,,1,4,,,,,,,,1,,,1,2,2,1
Chaco,PRESIDENCIA DE LA PLAZA,Estatal,Rural,11,11,9,,,,,2,9,7,2,1,1,2,8,2,,1,1,4,3,,,,,,,,,,,2,,,,,1,1,,2,1,,,,,3,8,2,2,,,,1,,5,2,,,,,
Chaco,PRESIDENCIA DE LA PLAZA,Estatal,Urbano,13,13,13,,,,,,5,8,4,1,4,4,10,2,,1,1,10,4,2,,3,1,3,3,4,1,,,10,,2,,10,2,1,1,10,5,4,2,2,1,5,7,4,3,1,,,4,2,5,4,,,,,
Chaco,QUITILIPI,Estatal,Rural,50,49,49,,,,,,25,33,15,9,16,18,35,17,,6,,23,18,1,3,1,1,,,2,1,,1,2,1,,1,,,2,,2,1,,,,,25,25,7,3,1,,3,3,,15,7,,,,,
Chaco,QUITILIPI,Estatal,Urbano,32,30,30,,,,,,18,21,6,5,11,13,18,10,,3,4,18,15,4,5,3,2,4,2,5,3,,2,8,6,,,6,7,2,1,12,8,4,4,4,3,16,13,12,11,1,,,9,5,14,12,,,,,
Chaco,SAN FERNANDO,Estatal,Rural,26,26,26,,,,,,12,16,,2,14,5,12,4,,2,,12,5,,3,,,1,1,1,,,,8,,1,1,,2,4,,6,4,2,2,,1,16,9,4,3,,,1,3,1,8,5,,,,,
Chaco,SAN FERNANDO,Estatal,Urbano,262,262,262,1,,,,1,172,219,81,37,124,104,206,113,,23,6,209,76,60,41,18,9,31,38,59,26,,6,147,30,38,12,105,22,21,9,174,104,61,66,57,29,149,84,102,81,3,8,10,92,71,140,111,,,,,
Chaco,SAN FERNANDO,Privado,Urbano,162,161,161,3,1,,,,85,107,80,73,99,81,123,72,,13,7,121,12,24,24,8,15,30,24,23,21,,3,13,117,37,20,86,5,11,16,126,97,46,75,43,3,2,157,55,10,15,16,14,44,38,74,53,13,38,30,29,26
Chaco,SAN LORENZO,Estatal,Rural,32,32,32,,,,,,21,23,10,3,8,8,28,12,,11,1,12,14,2,1,1,,,,2,,,,18,2,1,,1,14,3,1,14,16,1,4,1,4,8,20,6,4,1,,1,4,,6,1,,,,,
Chaco,SAN LORENZO,Estatal,Urbano,12,11,11,,,,,,5,8,4,1,5,6,9,5,,4,2,9,4,2,1,,,1,2,1,3,,,4,2,,,2,3,1,,5,3,1,1,3,1,6,5,3,2,,,1,4,2,5,3,,,,,
Chaco,SARGENTO CABRAL,Estatal,Rural,27,26,26,,,,,,13,11,4,5,7,4,14,4,,1,2,11,3,1,1,,,1,,1,,,,1,,,,,1,,,1,1,,,,1,7,19,2,1,1,,,3,1,6,3,,,,,
Chaco,SARGENTO CABRAL,Estatal,Urbano,17,17,17,,,,,,9,11,5,3,5,4,11,7,,,,10,1,3,2,1,1,1,1,1,1,,,7,2,1,,2,2,2,2,9,3,3,1,,1,9,7,2,2,,,,2,1,6,4,,,,,
Chaco,TAPENAGA,Estatal,Rural,20,20,20,,,,,,10,16,8,2,5,6,18,5,,6,,13,4,3,1,1,,1,,2,,,,15,,1,,1,12,,1,12,13,3,5,1,1,6,13,6,3,,,3,1,1,6,5,,,,,
Chubut,BIEDMA,Estatal,Urbano,59,59,59,,,,,,53,56,43,9,39,43,58,37,,4,6,57,26,30,21,12,5,21,23,19,11,,2,51,5,35,5,31,2,10,1,55,32,36,18,13,15,15,29,29,26,,1,2,13,10,55,47,,,,,
Chubut,BIEDMA,Privado,Urbano,15,15,15,2,,,,,9,11,12,10,12,10,13,9,,2,1,12,1,1,5,3,3,4,3,4,2,,,1,11,6,2,6,,3,1,12,12,5,9,6,,,15,5,3,2,,,6,5,11,5,,2,2,1,
Chubut,CUSHAMEN,Estatal,Rural,54,54,47,9,,1,,,39,45,30,13,32,28,47,31,,12,1,39,23,14,17,2,3,12,9,8,12,,3,42,5,17,7,12,17,5,2,47,30,23,22,9,7,29,18,17,13,1,,3,16,7,39,26,,,,,
Chubut,Enmascarado,Estatal,Rural,11,11,9,2,,,,1,11,10,5,3,8,7,11,4,,3,1,6,1,5,3,,1,4,2,2,1,,1,7,3,1,,2,5,2,1,10,7,3,2,1,2,3,6,4,2,1,,1,,,9,5,,,,,
Chubut,Enmascarado,Estatal,Urbano,12,12,11,1,,,,,8,9,4,3,6,8,9,8,,4,1,7,4,3,2,,,3,4,2,1,,1,8,3,2,,4,4,1,,11,3,4,3,2,1,4,7,2,1,,,1,3,2,10,8,,,,,
Chubut,Enmascarado,Privado,Rural,3,3,3,1,,,,,1,2,2,2,1,,3,2,,1,1,2,,,,,,,,1,,,,,3,1,,1,1,1,,2,2,1,2,1,,,3,1,1,,,,1,1,3,1,,,,1,
Chubut,Enmascarado,Privado,Urbano,8,8,8,,,,,,6,8,6,2,7,5,7,3,,,,7,2,,3,1,1,3,1,1,,,,,7,,1,3,2,,1,7,6,5,4,4,1,1,6,5,2,1,1,1,4,3,7,4,,,1,4,
Chubut,ESCALANTE,Estatal,Urbano,123,123,123,,,,,,102,116,81,37,89,81,116,80,,31,1,111,45,56,56,27,15,45,47,46,38,,13,83,14,54,13,31,10,6,3,97,39,45,26,28,51,43,29,42,33,4,2,3,48,33,97,76,,,,,
Chubut,ESCALANTE,Privado,Urbano,56,56,56,,,,,,44,47,42,28,46,35,53,33,,10,7,47,12,8,6,10,5,9,6,11,4,,,4,48,36,8,23,3,6,9,52,40,21,29,20,2,,54,20,2,5,12,1,16,15,30,20,,2,7,4,1
Chubut,FUTALEUFU,Estatal,Rural,18,18,18,,,,,,15,17,12,6,13,14,17,7,,9,2,13,7,8,7,3,1,7,7,6,4,,4,15,,1,,4,9,2,1,15,9,6,7,3,5,9,4,6,5,,,1,7,3,14,10,,,,,
Chubut,FUTALEUFU,Estatal,Urbano,49,49,48,1,,,,,32,40,26,14,33,25,41,28,,12,2,37,15,14,11,3,4,9,10,8,12,,4,28,12,25,7,10,3,3,2,40,21,18,11,14,12,11,26,12,10,,1,1,19,12,41,26,,,,,
Chubut,FUTALEUFU,Privado,Urbano,7,7,7,,,,,,3,6,5,2,4,2,7,7,,,,6,,1,2,,2,1,,2,2,,,,7,2,2,1,1,1,1,7,4,3,3,1,2,,5,4,,2,2,,2,2,4,3,,1,3,2,
Chubut,GAIMAN,Estatal,Rural,10,10,9,,,,,1,9,9,6,2,7,8,9,7,,5,1,9,1,5,3,1,1,4,4,5,2,,1,3,1,,,,2,2,,4,2,3,2,1,2,5,3,3,1,1,1,,3,,8,6,,,,,
Chubut,GAIMAN,Estatal,Urbano,7,7,7,,,,,,6,6,5,3,6,4,7,4,,1,,6,3,4,2,2,1,2,3,3,2,,,3,1,3,,,,1,,4,2,4,1,2,1,1,5,4,4,,,,2,1,6,4,,,,,
Chubut,GASTRE,Estatal,Rural,10,10,2,8,,,,,9,10,6,,3,4,10,2,,6,,9,3,,1,1,,,,1,,,,9,,1,,2,5,1,1,9,6,4,2,3,,2,8,4,2,,,2,3,,7,3,,,,,
Chubut,LANGUIÑEO,Estatal,Rural,12,12,10,2,1,,,,11,11,10,9,10,9,12,7,,6,1,11,6,7,6,5,5,4,5,6,1,,2,11,,1,,1,9,,1,11,7,7,4,2,4,3,5,6,5,,,1,5,3,10,8,,,,,
Chubut,PASO DE INDIOS,Estatal,Rural,7,7,4,1,,,,2,7,4,3,1,7,5,7,4,,1,,6,1,2,1,,,1,1,,1,,,3,,,,1,2,,,3,,,,,,5,2,2,2,,,,2,1,6,4,,,,,
Chubut,RAWSON,Estatal,Rural,5,5,5,,,,,,4,5,5,2,4,4,5,3,,,,5,3,2,,,1,,,2,,,,1,3,,,,3,,1,4,1,1,,1,,3,2,,,,,,5,3,5,4,,,,,
Chubut,RAWSON,Estatal,Urbano,125,125,125,,,,,1,92,101,59,26,86,81,105,89,,27,5,103,45,35,39,24,6,44,44,50,34,,9,83,17,64,7,32,13,6,6,100,29,54,28,29,19,50,56,62,47,3,6,6,40,28,102,75,,,,,
Chubut,RAWSON,Privado,Urbano,29,29,29,,,,1,,25,24,21,20,25,23,28,24,,8,1,27,9,12,12,6,9,13,10,13,13,,3,,27,14,1,17,3,,7,27,20,19,20,17,,2,27,13,,7,4,2,15,12,21,13,1,7,6,4,1
Chubut,RIO SENGUER,Estatal,Rural,16,16,16,1,,,,,15,14,12,6,12,15,15,12,,8,,12,5,7,4,4,3,5,6,3,6,,5,12,2,1,,3,8,3,1,14,6,4,6,1,2,6,8,7,6,,,1,2,1,10,6,,,,,
Chubut,SARMIENTO,Estatal,Rural,4,4,4,,,,,,4,4,3,,2,3,4,3,,2,,4,,2,2,2,,2,2,2,2,,2,4,,,,,4,,,4,3,1,3,,,2,2,,,,,,1,,3,1,,,,,
Chubut,SARMIENTO,Estatal,Urbano,12,12,12,,,,,,10,8,7,2,6,8,9,8,,2,2,9,2,4,4,2,,5,5,2,4,,1,7,5,6,4,1,,1,,10,5,5,6,,3,4,5,4,4,,,,1,1,9,7,,,,,
Chubut,TEHUELCHES,Estatal,Rural,13,13,13,,,,,,11,11,10,5,10,11,12,7,,5,1,11,4,6,5,4,2,3,5,4,2,,2,4,6,2,,2,6,,,10,4,7,3,3,2,5,6,3,3,,,,4,2,11,7,,,,,
Chubut,TELSEN,Estatal,Rural,8,8,5,4,,,,,6,6,3,4,4,3,7,3,,5,,5,3,2,2,,,,1,2,,,1,8,,1,,2,6,,,8,4,3,2,,,,8,,,,,,1,1,5,5,,,,,
Ciudad de Buenos Aires,Comuna 1,Estatal,Urbano,83,83,83,2,2,,,,56,78,75,46,60,56,77,38,,15,19,65,52,33,22,12,7,28,29,25,11,,7,74,8,6,10,53,6,18,13,81,71,57,50,47,39,18,26,67,58,4,3,2,53,46,74,61,,,,,
Ciudad de Buenos Aires,Comuna 1,Privado,Urbano,74,74,72,6,1,,,2,65,71,65,59,70,67,73,42,,21,10,63,18,21,20,15,16,28,26,23,14,,6,3,69,13,13,53,5,7,12,72,56,43,52,49,1,,73,46,9,23,12,2,49,41,58,46,6,23,21,18,16
Ciudad de Buenos Aires,Comuna 10,Estatal,Urbano,86,86,86,,1,,,,49,74,64,36,47,48,76,28,,14,7,74,43,37,14,10,4,24,29,25,8,,8,85,,4,2,70,8,14,11,70,80,49,36,39,41,23,22,79,77,,,2,44,36,62,54,,,,,
Ciudad de Buenos Aires,Comuna 10,Privado,Urbano,28,28,28,3,,,,,25,27,25,24,25,24,28,15,,9,4,28,7,3,8,6,7,11,9,12,5,,1,,28,5,4,25,1,,5,28,26,20,21,22,,,28,16,3,9,2,2,24,19,22,16,8,18,19,19,3
Ciudad de Buenos Aires,Comuna 11,Estatal,Urbano,81,81,81,2,1,,,,53,79,60,46,50,44,70,31,,13,12,75,54,34,24,8,15,31,29,21,10,,7,81,,9,3,65,8,15,13,67,77,55,44,47,39,18,24,72,72,,,,45,43,61,55,,,,,
Ciudad de Buenos Aires,Comuna 11,Privado,Urbano,41,41,41,3,,,,,35,39,39,32,39,38,41,21,,6,4,38,11,12,12,8,11,15,13,12,6,,2,1,40,6,3,37,,4,6,41,35,27,33,32,,,41,23,4,15,3,1,32,30,32,26,15,21,20,19,2
Ciudad de Buenos Aires,Comuna 12,Estatal,Urbano,80,80,80,1,,,,,56,71,65,34,48,42,68,25,,15,16,63,49,37,19,6,10,23,26,20,8,,6,77,,11,5,58,9,17,11,70,70,53,42,42,53,16,11,71,70,1,,,46,36,62,55,,,,,
Ciudad de Buenos Aires,Comuna 12,Privado,Urbano,47,47,47,,,,,,40,45,43,43,45,40,46,31,,9,7,47,15,21,18,10,14,23,19,18,10,,3,,47,10,9,40,2,4,10,47,42,36,37,36,,,47,28,1,18,5,4,35,32,42,31,15,30,29,26,1
Ciudad de Buenos Aires,Comuna 13,Estatal,Urbano,55,55,55,,,,,1,37,53,46,29,36,31,47,27,,15,8,51,33,29,13,9,10,19,21,17,7,,6,54,,3,1,40,7,7,12,49,54,35,31,31,39,7,9,48,47,,1,,31,26,45,40,,,,,
Ciudad de Buenos Aires,Comuna 13,Privado,Urbano,80,80,80,5,,,,,71,74,69,72,77,70,79,47,,27,15,76,32,32,31,22,34,40,35,33,16,,8,1,79,8,8,68,4,7,11,80,74,56,70,58,1,,79,61,11,42,6,2,61,53,68,54,17,25,25,23,7
Ciudad de Buenos Aires,Comuna 14,Estatal,Urbano,57,57,57,1,1,,,,40,55,53,34,36,31,53,27,,10,11,50,36,21,19,4,5,14,15,13,8,,3,54,2,8,2,47,7,9,6,52,49,35,28,33,33,11,13,49,43,2,2,2,34,28,44,35,,,,,
Ciudad de Buenos Aires,Comuna 14,Privado,Urbano,68,68,68,2,1,,,,54,62,61,57,64,55,67,38,,16,10,59,21,21,24,22,24,35,31,35,14,,6,1,67,8,17,55,6,5,11,68,61,52,55,48,,,68,46,9,26,10,1,48,44,59,43,10,19,19,19,5
Ciudad de Buenos Aires,Comuna 15,Estatal,Urbano,69,69,69,,,,,,48,66,54,40,54,39,61,29,,9,9,58,47,33,22,10,12,24,25,22,9,,6,68,1,15,2,52,8,22,12,60,65,47,40,33,41,16,12,59,58,1,,,37,33,57,53,,,,,
Ciudad de Buenos Aires,Comuna 15,Privado,Urbano,36,36,36,2,,,,,30,32,35,33,31,29,35,20,,15,4,34,16,10,19,8,18,19,17,13,10,,6,1,35,6,3,32,2,4,4,36,32,26,31,28,,,36,26,3,14,8,1,26,21,29,22,11,14,15,10,2
Ciudad de Buenos Aires,Comuna 2,Estatal,Urbano,28,28,28,,,,,,19,24,26,15,15,14,25,11,,7,6,25,16,11,8,6,6,9,10,7,4,,3,27,1,3,,18,2,9,7,26,22,18,14,14,17,6,5,26,25,,1,,16,14,22,18,,,,,
Ciudad de Buenos Aires,Comuna 2,Privado,Urbano,51,51,51,1,,,,,43,47,43,40,46,45,51,33,,13,3,46,17,11,18,14,16,19,20,22,7,,3,3,48,6,2,41,2,8,8,51,46,29,45,31,,1,50,34,11,17,6,,30,24,40,25,6,14,13,12,4
Ciudad de Buenos Aires,Comuna 3,Estatal,Urbano,67,67,67,,,,,,49,62,55,34,50,47,61,28,,8,10,60,39,25,16,7,7,16,22,17,6,,5,64,3,6,3,52,4,14,6,60,58,46,35,39,35,18,14,60,54,1,3,2,40,36,54,44,,,,,
Ciudad de Buenos Aires,Comuna 3,Privado,Urbano,56,56,56,3,1,,,,43,52,46,40,48,45,54,23,,9,7,45,14,15,22,11,12,21,24,18,9,,3,3,52,10,5,42,1,7,7,55,46,38,44,42,,,56,36,10,19,6,1,39,34,46,36,6,18,20,18,5
Ciudad de Buenos Aires,Comuna 4,Estatal,Urbano,119,119,119,1,,,,,84,113,107,62,69,70,108,49,,24,23,107,84,63,36,19,15,31,36,31,10,,14,117,2,18,11,79,12,35,25,108,109,82,76,64,68,18,33,100,98,,,2,69,60,103,86,,,,,
Ciudad de Buenos Aires,Comuna 4,Privado,Urbano,34,34,34,1,,,,,29,32,28,23,29,26,33,21,,7,3,31,10,7,9,5,8,10,8,10,7,,3,4,30,7,5,25,1,2,7,34,27,19,23,24,2,,32,17,7,9,1,,26,24,26,20,9,27,26,19,1
Ciudad de Buenos Aires,Comuna 5,Estatal,Urbano,50,50,50,,,,,,38,47,42,19,31,34,46,18,,8,12,41,32,21,17,8,6,17,21,15,7,,5,48,2,9,2,37,3,12,10,46,44,32,27,28,33,9,8,41,37,2,,2,32,27,40,35,,,,,
Ciudad de Buenos Aires,Comuna 5,Privado,Urbano,45,45,45,1,,,,,37,37,35,33,37,36,42,21,,11,9,36,13,9,16,11,9,17,15,15,5,,2,1,43,3,3,42,,1,3,44,36,29,36,35,,,45,23,1,11,9,2,32,30,34,27,3,18,19,17,12
Ciudad de Buenos Aires,Comuna 6,Estatal,Urbano,52,52,52,,1,,,,38,49,41,33,36,32,42,19,,9,12,48,31,29,18,10,9,16,20,16,6,,5,47,3,10,3,33,4,12,7,43,44,37,20,31,37,7,8,37,34,3,,,30,26,40,36,,,,,
Ciudad de Buenos Aires,Comuna 6,Privado,Urbano,37,37,37,2,,,,,32,32,30,31,31,27,35,20,,9,1,33,10,7,12,8,8,11,9,10,6,,3,1,36,3,4,34,1,2,7,37,30,25,28,32,,,37,20,2,15,2,1,32,31,31,26,7,18,18,19,2
Ciudad de Buenos Aires,Comuna 7,Estatal,Urbano,76,76,76,,,,,,51,74,64,32,48,39,65,38,,8,12,69,51,37,23,10,11,26,25,21,13,,4,75,,3,4,52,9,23,5,64,67,51,36,46,44,17,15,63,59,2,1,1,47,40,61,53,,,,,
Ciudad de Buenos Aires,Comuna 7,Privado,Urbano,44,44,44,,,,,,38,39,38,34,40,36,43,26,,11,7,42,10,13,17,9,13,18,17,21,8,,4,,43,7,2,36,,1,8,43,37,28,36,32,,,44,25,4,14,5,2,34,32,35,26,11,25,24,18,4
